                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.85036,                 1.5928,                  0.894,                0.74166,                 0.5476,                0.82085,                0.61177,                 1.0259,                 2.5589,                0.95455,               0.000604,               0.000604,               0.000604
                     22,                 0.8122,                 1.5939,                0.88334,                0.79685,                0.57143,                0.82902,                0.64494,                0.97588,                 2.4952,                0.93528,              0.0005842,              0.0005842,              0.0005842
                     23,                0.81023,                 1.3848,                0.88183,                0.85162,                0.54751,                0.83776,                0.64033,                0.92189,                 2.4606,                0.91374,              0.0005644,              0.0005644,              0.0005644
                     24,                0.81892,                 1.5624,                0.89025,                0.83635,                0.61905,                0.84301,                0.66573,                0.87312,                 2.2664,                0.90791,              0.0005446,              0.0005446,              0.0005446
                     25,                 0.7571,                  1.408,                0.84376,                0.83115,                0.70366,                0.83484,                0.65381,                0.93092,                  2.076,                 0.9378,              0.0005248,              0.0005248,              0.0005248
                     26,                0.76937,                 1.4038,                0.85797,                0.77123,                0.71429,                0.83676,                0.64581,                0.94652,                 1.9056,                 0.9574,               0.000505,               0.000505,               0.000505
                     27,                0.75653,                  1.482,                 0.8717,                0.79909,                0.75778,                0.84402,                0.65993,                0.89311,                 1.7714,                 0.9522,              0.0004852,              0.0004852,              0.0004852
                     28,                0.79522,                 1.6174,                0.87819,                0.76766,                0.78725,                0.85487,                0.68001,                0.88418,                 1.6589,                0.94282,              0.0004654,              0.0004654,              0.0004654
                     29,                0.76187,                 1.3994,                0.88766,                0.78214,                 0.8549,                0.87795,                0.69272,                0.91417,                 1.5145,                0.93592,              0.0004456,              0.0004456,              0.0004456
                     30,                0.69589,                 1.4043,                0.85899,                0.77511,                0.82102,                0.88165,                0.69032,                0.90678,                 1.4083,                0.92618,              0.0004258,              0.0004258,              0.0004258
                     31,                0.73499,                 1.4836,                0.86487,                 0.8554,                0.84553,                0.88505,                0.69431,                0.88133,                 1.4047,                0.91557,               0.000406,               0.000406,               0.000406
                     32,                 0.6847,                 1.3551,                0.85982,                0.85483,                0.84172,                0.87809,                0.69162,                0.84368,                 1.4808,                0.90745,              0.0003862,              0.0003862,              0.0003862
                     33,                0.69119,                 1.5103,                0.87705,                0.85416,                0.83723,                0.87803,                0.70142,                0.84597,                 1.4791,                0.91558,              0.0003664,              0.0003664,              0.0003664
                     34,                0.72565,                 1.3168,                0.87798,                0.85869,                0.86847,                 0.8848,                0.71145,                0.84512,                 1.3558,                0.92256,              0.0003466,              0.0003466,              0.0003466
                     35,                0.71545,                 1.2153,                0.88548,                0.90396,                0.89679,                 0.9169,                0.74236,                0.85121,                 1.1941,                0.92183,              0.0003268,              0.0003268,              0.0003268
                     36,                 0.7028,                 1.2677,                0.86275,                0.83196,                0.94333,                0.91491,                0.73411,                0.83614,                 1.0639,                 0.9126,               0.000307,               0.000307,               0.000307
                     37,                0.67517,                 1.4178,                0.84189,                 0.8315,                0.94032,                0.92526,                0.74969,                0.80638,                 1.0626,                 0.9054,              0.0002872,              0.0002872,              0.0002872
                     38,                0.66625,                 1.2095,                 0.8356,                0.83152,                0.94044,                0.93722,                0.75587,                0.79846,                 1.0969,                0.90452,              0.0002674,              0.0002674,              0.0002674
                     39,                0.67892,                 1.4055,                0.85556,                 0.8326,                0.94759,                0.93084,                0.75675,                0.78608,                 1.1052,                0.90474,              0.0002476,              0.0002476,              0.0002476
                     40,                0.65263,                 1.3609,                0.83222,                0.83554,                0.90476,                0.93519,                0.74468,                 0.8112,                 1.0316,                0.91071,              0.0002278,              0.0002278,              0.0002278
                     41,                0.62985,                  1.383,                0.84988,                0.84887,                0.90476,                0.93953,                0.72648,                0.83599,                 1.0048,                0.91442,               0.000208,               0.000208,               0.000208
                     42,                0.63354,                 1.3656,                0.86065,                0.86287,                0.89915,                 0.9399,                 0.7284,                0.85911,                0.98698,                0.91425,              0.0001882,              0.0001882,              0.0001882
                     43,                0.64454,                 1.5023,                0.83988,                0.86346,                0.90348,                0.94073,                0.73577,                0.85987,                0.98529,                0.90729,              0.0001684,              0.0001684,              0.0001684
                     44,                0.59971,                 1.3419,                 0.8363,                0.85791,                0.90476,                0.94275,                0.72327,                0.85713,                0.97766,                0.89652,              0.0001486,              0.0001486,              0.0001486
                     45,                0.63085,                 1.4211,                0.82412,                0.82988,                0.95238,                0.94205,                0.72807,                0.86302,                0.98189,                0.89379,              0.0001288,              0.0001288,              0.0001288
                     46,                0.58889,                 1.3613,                0.82658,                0.83091,                0.95238,                0.93895,                0.72732,                0.86014,                0.96772,                  0.894,               0.000109,               0.000109,               0.000109
                     47,                0.56858,                 1.3352,                0.83353,                0.83282,                0.94904,                0.93832,                0.73317,                0.85547,                0.95775,                0.89548,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.59664,                 1.3357,                 0.8246,                0.83289,                0.94945,                0.93775,                0.73829,                0.83219,                0.92457,                0.90045,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.54054,                 1.2848,                0.80005,                0.83262,                0.94772,                0.93555,                0.73777,                0.84074,                0.91471,                0.90317,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.54663,                 1.2471,                0.80622,                0.83253,                0.94708,                0.93473,                 0.7377,                 0.8404,                0.91858,                0.90377,               2.98e-05,               2.98e-05,               2.98e-05
