                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  0.961,                0.83405,                0.95322,                0.87285,                 0.9043,                0.95312,                0.72895,                0.85563,                0.60253,                 0.9249,              0.0007624,              0.0007624,              0.0007624
                     14,                0.94427,                0.80352,                0.94484,                0.87041,                0.92506,                0.96623,                 0.7369,                0.87149,                0.58524,                0.93062,              0.0007426,              0.0007426,              0.0007426
                     15,                0.90457,                0.76231,                 0.9346,                0.90103,                0.91018,                0.96353,                0.73276,                 0.8801,                0.58185,                0.93197,              0.0007228,              0.0007228,              0.0007228
                     16,                 0.8849,                0.75363,                0.90255,                0.91976,                0.85629,                0.94753,                 0.6987,                 0.8766,                 0.6154,                0.92156,               0.000703,               0.000703,               0.000703
                     17,                0.87935,                 0.7293,                0.92857,                0.93489,                0.91018,                0.96269,                0.72982,                0.85531,                0.60303,                 0.9194,              0.0006832,              0.0006832,              0.0006832
                     18,                0.88036,                0.72092,                0.92026,                0.88616,                0.93413,                0.96799,                0.73313,                0.85984,                0.56937,                0.91902,              0.0006634,              0.0006634,              0.0006634
                     19,                0.87694,                0.70234,                0.92865,                0.95636,                 0.8982,                0.96699,                 0.7298,                0.85956,                0.57616,                0.92145,              0.0006436,              0.0006436,              0.0006436
                     20,                0.85449,                0.66992,                0.91524,                0.91503,                0.93413,                0.97131,                0.72432,                0.87573,                0.56084,                0.93408,              0.0006238,              0.0006238,              0.0006238
                     21,                0.86001,                0.64407,                0.90374,                0.95144,                0.93868,                0.97724,                0.76413,                0.83731,                0.50818,                0.91428,               0.000604,               0.000604,               0.000604
                     22,                0.82366,                 0.6204,                 0.9043,                0.88556,                0.95808,                0.97363,                0.75412,                0.83475,                0.52771,                0.91553,              0.0005842,              0.0005842,              0.0005842
                     23,                0.84955,                0.62389,                    0.9,                0.89211,                 0.9521,                0.97844,                0.75216,                0.86509,                0.54281,                0.93102,              0.0005644,              0.0005644,              0.0005644
                     24,                0.82705,                0.64559,                0.89945,                 0.8922,                 0.9521,                0.97204,                0.76117,                0.82082,                0.53773,                0.91312,              0.0005446,              0.0005446,              0.0005446
                     25,                0.79817,                0.59236,                0.88965,                0.91546,                0.92216,                0.96853,                0.75734,                 0.8317,                0.54843,                0.91306,              0.0005248,              0.0005248,              0.0005248
                     26,                0.81008,                0.59845,                0.90843,                0.92089,                0.93413,                0.97443,                0.76416,                0.82587,                0.51011,                0.90334,               0.000505,               0.000505,               0.000505
                     27,                0.82371,                0.59354,                0.89513,                0.89424,                0.94611,                0.96177,                0.74833,                0.86702,                0.54136,                0.92024,              0.0004852,              0.0004852,              0.0004852
                     28,                 0.7838,                0.55657,                0.89391,                0.91249,                0.94012,                0.97007,                0.74131,                0.84692,                0.51858,                0.91094,              0.0004654,              0.0004654,              0.0004654
                     29,                0.78312,                0.55727,                0.88272,                0.92822,                0.92216,                0.97513,                0.75606,                 0.8315,                0.48628,                 0.9115,              0.0004456,              0.0004456,              0.0004456
                     30,                0.77775,                0.54659,                 0.8919,                0.90711,                 0.9356,                0.97157,                0.77684,                0.79972,                0.48083,                0.89747,              0.0004258,              0.0004258,              0.0004258
                     31,                0.78397,                0.55312,                0.88092,                0.91695,                0.93413,                0.96629,                0.76168,                0.80254,                0.50087,                 0.8985,               0.000406,               0.000406,               0.000406
                     32,                0.78006,                0.53946,                0.88657,                0.90463,                0.96561,                0.97703,                 0.7674,                0.81398,                0.48336,                 0.8971,              0.0003862,              0.0003862,              0.0003862
                     33,                0.74844,                0.53289,                0.87808,                0.89292,                 0.9487,                0.96967,                0.76105,                0.83033,                0.48944,                0.90286,              0.0003664,              0.0003664,              0.0003664
                     34,                0.78697,                0.53103,                0.88121,                0.91427,                0.94611,                0.97684,                0.77016,                0.83504,                 0.4757,                 0.9037,              0.0003466,              0.0003466,              0.0003466
                     35,                0.73634,                 0.5088,                0.87876,                0.88567,                0.97418,                0.96433,                0.77067,                0.82049,                0.48932,                0.90407,              0.0003268,              0.0003268,              0.0003268
                     36,                0.71984,                0.50318,                 0.8772,                0.93308,                0.94012,                0.97352,                0.75551,                0.80813,                0.46869,                0.89941,               0.000307,               0.000307,               0.000307
                     37,                0.74809,                0.49589,                0.86986,                 0.9395,                0.93413,                0.97684,                0.76608,                0.80777,                0.46727,                0.90159,              0.0002872,              0.0002872,              0.0002872
                     38,                0.71658,                0.46454,                0.86994,                0.90494,                0.96911,                0.97554,                0.77766,                0.80692,                0.45924,                0.89782,              0.0002674,              0.0002674,              0.0002674
                     39,                 0.7218,                0.49082,                0.86515,                0.91458,                0.97006,                0.97463,                0.76733,                0.83936,                0.46208,                0.90443,              0.0002476,              0.0002476,              0.0002476
                     40,                0.68764,                0.47393,                0.87047,                 0.9229,                0.97006,                 0.9796,                0.77902,                0.79863,                0.44621,                0.89783,              0.0002278,              0.0002278,              0.0002278
                     41,                0.71082,                0.46369,                0.86874,                0.93396,                0.93148,                0.97523,                0.76844,                0.79832,                  0.467,                0.89884,               0.000208,               0.000208,               0.000208
                     42,                0.66846,                  0.448,                0.88163,                 0.9274,                0.92216,                0.97045,                0.77534,                0.80594,                0.47658,                0.90021,              0.0001882,              0.0001882,              0.0001882
                     43,                0.68158,                0.45039,                0.87305,                0.92672,                0.92814,                0.97046,                0.77733,                0.79627,                0.47819,                0.89854,              0.0001684,              0.0001684,              0.0001684
                     44,                0.65381,                0.42664,                0.86243,                0.94438,                  0.915,                0.97151,                0.77599,                0.81612,                0.45948,                0.90171,              0.0001486,              0.0001486,              0.0001486
                     45,                0.63925,                0.43847,                0.85411,                   0.95,                0.91012,                0.97241,                0.77011,                0.81051,                 0.4675,                  0.904,              0.0001288,              0.0001288,              0.0001288
                     46,                0.65076,                0.43139,                0.85141,                0.93162,                0.92814,                0.97312,                0.76962,                0.80505,                0.45323,                0.90009,               0.000109,               0.000109,               0.000109
                     47,                0.63144,                 0.4151,                0.85492,                0.91856,                0.94556,                0.97213,                0.77215,                0.79409,                0.45092,                0.89895,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                 0.6423,                 0.4285,                0.86639,                0.93587,                0.94012,                0.97255,                0.77317,                0.79934,                0.44369,                0.89757,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.62649,                0.41403,                 0.8554,                 0.9139,                0.95342,                0.97267,                 0.7747,                0.79164,                0.44583,                0.89637,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.61438,                0.40517,                0.85199,                 0.9187,                0.94731,                0.97256,                0.77618,                0.79718,                0.45105,                0.89679,               2.98e-05,               2.98e-05,               2.98e-05
