                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.83131,                0.61625,                0.88482,                0.93519,                0.91146,                0.93894,                0.69341,                0.92813,                0.60999,                0.97544,              0.0006238,              0.0006238,              0.0006238
                     21,                 0.8713,                0.62717,                0.90116,                 0.9303,                 0.9037,                0.94582,                0.70644,                0.91223,                 0.5896,                0.95441,               0.000604,               0.000604,               0.000604
                     22,                0.85819,                0.62286,                0.88774,                0.94471,                0.88986,                 0.9469,                0.72085,                0.90117,                0.56504,                0.95711,              0.0005842,              0.0005842,              0.0005842
                     23,                0.82619,                0.61604,                0.88551,                0.90006,                0.91667,                0.94108,                0.68849,                0.96426,                0.61105,                 0.9785,              0.0005644,              0.0005644,              0.0005644
                     24,                0.81333,                0.56445,                0.88927,                 0.9429,                0.88021,                 0.9394,                0.69721,                0.92274,                0.58677,                0.97284,              0.0005446,              0.0005446,              0.0005446
                     25,                0.81376,                0.56011,                0.90629,                 0.9613,                0.90563,                0.94817,                0.71425,                0.88116,                0.57145,                0.95867,              0.0005248,              0.0005248,              0.0005248
                     26,                0.80317,                0.56902,                 0.8823,                0.94233,                0.85417,                0.93608,                0.70653,                0.91725,                0.65087,                0.95508,               0.000505,               0.000505,               0.000505
                     27,                0.81052,                0.58141,                0.87938,                0.95258,                0.88021,                 0.9476,                0.72116,                 0.8914,                0.58043,                0.94223,              0.0004852,              0.0004852,              0.0004852
                     28,                0.78458,                0.54998,                0.87037,                0.90262,                0.91722,                0.94108,                0.70482,                0.89351,                0.55213,                0.94173,              0.0004654,              0.0004654,              0.0004654
                     29,                 0.7858,                0.54549,                0.88559,                 0.9456,                0.90531,                0.94403,                0.71724,                0.87836,                0.58712,                0.94446,              0.0004456,              0.0004456,              0.0004456
                     30,                0.74681,                0.51886,                 0.8678,                0.93027,                0.90332,                0.94668,                0.72729,                0.86828,                0.56488,                0.93858,              0.0004258,              0.0004258,              0.0004258
                     31,                 0.7952,                0.53717,                 0.8815,                0.91861,                0.89583,                0.95077,                0.72572,                0.87267,                0.54878,                0.93997,               0.000406,               0.000406,               0.000406
                     32,                0.77962,                0.53669,                0.87582,                0.91909,                0.88751,                0.93466,                0.71712,                0.85885,                0.58475,                0.93822,              0.0003862,              0.0003862,              0.0003862
                     33,                0.75206,                0.50825,                0.87215,                0.92811,                0.90625,                 0.9492,                0.71888,                0.88362,                 0.5617,                0.93227,              0.0003664,              0.0003664,              0.0003664
                     34,                0.75661,                0.52617,                0.87881,                 0.9448,                0.89154,                0.94888,                0.71631,                0.89466,                  0.561,                 0.9435,              0.0003466,              0.0003466,              0.0003466
                     35,                 0.7409,                0.49922,                0.86918,                0.93054,                0.89583,                0.94869,                0.72275,                0.86766,                0.54948,                0.94233,              0.0003268,              0.0003268,              0.0003268
                     36,                0.75847,                0.49313,                0.86863,                0.93068,                0.90907,                0.94486,                0.72039,                0.87229,                0.52816,                 0.9427,               0.000307,               0.000307,               0.000307
                     37,                0.73332,                0.48712,                0.87657,                0.92518,                0.90159,                0.94612,                0.70491,                0.88504,                0.55152,                0.94634,              0.0002872,              0.0002872,              0.0002872
                     38,                0.70542,                 0.4601,                0.86336,                 0.9315,                0.92073,                0.95643,                0.73287,                0.86571,                0.53094,                0.93867,              0.0002674,              0.0002674,              0.0002674
                     39,                0.72461,                0.48168,                0.86939,                0.95867,                0.90625,                0.95728,                0.73878,                0.86517,                0.51123,                0.93646,              0.0002476,              0.0002476,              0.0002476
                     40,                0.69651,                0.45589,                0.86109,                0.94559,                0.90517,                0.94989,                0.71825,                0.87416,                0.50845,                0.94343,              0.0002278,              0.0002278,              0.0002278
                     41,                0.69078,                0.45659,                0.86481,                0.94491,                0.89336,                0.95039,                0.73331,                0.85525,                0.51037,                0.93966,               0.000208,               0.000208,               0.000208
                     42,                0.67332,                0.43727,                 0.8467,                0.92004,                0.92188,                0.94337,                0.72306,                0.87458,                0.51943,                0.94183,              0.0001882,              0.0001882,              0.0001882
                     43,                0.65385,                0.44202,                0.85944,                0.95666,                0.90625,                0.95004,                0.73356,                 0.8638,                0.50742,                0.93771,              0.0001684,              0.0001684,              0.0001684
                     44,                 0.6557,                0.41751,                0.85041,                0.93516,                0.90135,                0.94167,                 0.7235,                 0.8634,                0.53423,                0.93944,              0.0001486,              0.0001486,              0.0001486
                     45,                 0.6517,                0.41609,                  0.855,                0.94299,                0.91667,                0.95421,                0.74197,                0.86488,                0.50604,                 0.9382,              0.0001288,              0.0001288,              0.0001288
                     46,                0.63091,                0.40433,                0.84617,                0.95176,                0.89062,                  0.949,                0.72928,                0.85479,                0.50951,                  0.937,               0.000109,               0.000109,               0.000109
                     47,                0.63891,                0.40906,                 0.8573,                0.92688,                0.89583,                0.94527,                0.72584,                 0.8459,                0.51253,                0.93472,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.60914,                0.39798,                0.84136,                0.92012,                0.92188,                0.94712,                0.72784,                 0.8675,                0.50929,                 0.9402,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.62125,                0.39843,                0.85177,                0.91982,                0.92708,                0.94678,                0.72739,                0.86827,                0.50002,                0.93932,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.60197,                0.38715,                 0.8437,                0.91597,                0.92708,                  0.948,                 0.7259,                0.86587,                0.49082,                0.93963,               2.98e-05,               2.98e-05,               2.98e-05
