                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.399,                 5.9967,                 1.1501,                0.00187,                0.01562,                0.00096,                0.00048,                0.94545,                 5.2296,                0.90671,                0.00014,                0.00014,                0.00014
                      2,                 1.1499,                 3.9173,                 1.0125,                0.03981,                0.67188,                0.50883,                  0.358,                 1.0238,                 4.5234,                0.92399,             0.00028426,             0.00028426,             0.00028426
                      3,                 1.1306,                 2.9335,                0.97662,                0.04035,                0.65625,                0.57147,                 0.3997,                 1.0162,                 4.5073,                0.91244,             0.00042258,             0.00042258,             0.00042258
                      4,                 1.1182,                 2.3744,                0.95738,                0.03959,                0.48438,                0.38706,                0.28376,                0.99096,                 4.3854,                0.92192,             0.00055495,             0.00055495,             0.00055495
                      5,                 1.0713,                 2.2728,                0.97281,                  0.056,                0.54688,                0.45288,                  0.332,                0.93639,                 4.1056,                0.95763,             0.00068139,             0.00068139,             0.00068139
                      6,                 1.0614,                 2.0958,                0.97746,                0.85777,                0.37699,                0.56391,                0.39751,                 1.0774,                 3.2563,                 1.0964,             0.00080189,             0.00080189,             0.00080189
                      7,                 1.1106,                 2.0645,                  1.016,                0.85847,                0.66352,                 0.8111,                0.60676,                0.97541,                 2.1037,                 1.0372,              0.0008812,              0.0008812,              0.0008812
                      8,                 1.0388,                 1.9689,                0.99884,                0.77455,                0.79688,                0.83705,                0.62322,                  1.031,                 1.6744,                 1.0308,              0.0008614,              0.0008614,              0.0008614
                      9,                 1.0487,                 1.8751,                0.98231,                0.85863,                0.75926,                0.81909,                0.61533,                0.97479,                 1.6364,                 1.0267,              0.0008416,              0.0008416,              0.0008416
                     10,                0.98113,                 1.6062,                0.97089,                0.83975,                0.71875,                0.86398,                0.60473,                 1.0812,                 1.6767,                 1.0878,              0.0008218,              0.0008218,              0.0008218
                     11,                0.97639,                 1.6373,                0.94814,                0.89601,                0.82812,                0.91384,                0.68138,                0.96743,                    1.4,                 1.0067,               0.000802,               0.000802,               0.000802
                     12,                 1.0093,                 1.5532,                 0.9949,                  0.862,                 0.7808,                0.85635,                0.62889,                 1.0052,                 1.2558,                  1.043,              0.0007822,              0.0007822,              0.0007822
                     13,                0.95566,                 1.4304,                 0.9756,                0.81001,                0.76562,                0.82964,                0.59789,                 1.0464,                 1.4099,                 1.0671,              0.0007624,              0.0007624,              0.0007624
                     14,                0.93758,                  1.394,                0.92927,                0.87019,                0.83801,                0.87698,                0.66309,                0.96892,                 1.0917,                 1.0271,              0.0007426,              0.0007426,              0.0007426
                     15,                0.97361,                 1.2648,                0.96751,                0.83213,                0.85207,                0.88116,                0.64455,                 1.0224,                 1.0795,                 1.0435,              0.0007228,              0.0007228,              0.0007228
                     16,                 1.0154,                  1.281,                0.96134,                0.86523,                0.89062,                 0.9078,                0.68415,                0.97555,                 1.0246,                 1.0387,               0.000703,               0.000703,               0.000703
                     17,                0.95851,                 1.2717,                0.94186,                0.84982,                0.88419,                0.90433,                0.67897,                0.95963,                 1.0873,                 1.0052,              0.0006832,              0.0006832,              0.0006832
                     18,                0.91167,                 1.2053,                0.93841,                0.88421,                0.89062,                0.90332,                0.65183,                0.97975,                 1.0084,                 1.0354,              0.0006634,              0.0006634,              0.0006634
                     19,                0.90978,                 1.2198,                0.93288,                0.85261,                0.90625,                0.87909,                0.64119,                 1.0009,                 1.0681,                 1.0495,              0.0006436,              0.0006436,              0.0006436
                     20,                0.88238,                 1.1795,                0.93166,                0.93074,                0.84375,                0.89276,                0.68621,                 0.9446,                0.94785,                 1.0597,              0.0006238,              0.0006238,              0.0006238
                     21,                0.93385,                 1.1417,                0.96162,                 0.9114,                0.84375,                0.91796,                0.70142,                0.97588,                0.91976,                  1.061,               0.000604,               0.000604,               0.000604
                     22,                0.93954,                 1.1106,                0.94805,                 0.9031,                0.85938,                0.91797,                0.69429,                0.95929,                0.95564,                 1.0379,              0.0005842,              0.0005842,              0.0005842
                     23,                0.90256,                  1.053,                0.93619,                 0.9401,                0.82812,                0.93132,                0.70552,                0.93379,                0.94652,                 1.0104,              0.0005644,              0.0005644,              0.0005644
                     24,                0.86947,                 1.0051,                0.93428,                0.90261,                0.86896,                0.91177,                0.68811,                0.90827,                0.93951,                0.98485,              0.0005446,              0.0005446,              0.0005446
                     25,                0.87721,                 1.0359,                 0.9041,                0.88416,                  0.875,                0.91068,                0.70028,                0.90226,                0.90892,                 0.9968,              0.0005248,              0.0005248,              0.0005248
                     26,                0.81518,                0.92185,                0.91078,                0.88555,                 0.8463,                0.91677,                0.71116,                0.84603,                0.88297,                0.95946,               0.000505,               0.000505,               0.000505
                     27,                0.83716,                0.91746,                0.91566,                0.82501,                0.89062,                 0.9232,                0.69009,                0.92011,                0.85496,                0.98522,              0.0004852,              0.0004852,              0.0004852
                     28,                0.79582,                0.89868,                 0.9084,                0.87597,                 0.8829,                0.92187,                0.70208,                0.86522,                0.83155,                0.96826,              0.0004654,              0.0004654,              0.0004654
                     29,                0.81122,                0.95448,                0.90589,                0.86956,                0.89062,                0.92295,                0.71013,                 0.8408,                0.84329,                0.95725,              0.0004456,              0.0004456,              0.0004456
                     30,                0.77556,                0.88569,                0.89126,                 0.9245,                0.82812,                0.91222,                 0.6925,                0.87195,                0.79871,                0.97683,              0.0004258,              0.0004258,              0.0004258
                     31,                0.77874,                0.83038,                 0.9055,                 0.9015,                0.85807,                0.92291,                 0.7111,                0.87934,                 0.8028,                0.98593,               0.000406,               0.000406,               0.000406
                     32,                0.78468,                0.83407,                 0.8968,                0.84358,                  0.927,                0.94418,                0.72867,                0.89112,                0.77567,                0.99287,              0.0003862,              0.0003862,              0.0003862
                     33,                0.81755,                 0.8196,                0.89722,                0.91604,                0.85938,                0.92387,                0.71881,                0.90357,                0.76257,                0.99937,              0.0003664,              0.0003664,              0.0003664
                     34,                0.78264,                0.85906,                0.90964,                0.88711,                0.90625,                0.91792,                0.71842,                0.88437,                0.77129,                  0.981,              0.0003466,              0.0003466,              0.0003466
                     35,                0.79649,                0.79026,                 0.8892,                0.91452,                  0.875,                0.92255,                0.72342,                0.84651,                0.72977,                0.96259,              0.0003268,              0.0003268,              0.0003268
                     36,                0.74593,                0.78903,                0.87792,                0.89877,                  0.875,                0.92287,                0.71476,                0.88744,                0.71897,                0.97711,               0.000307,               0.000307,               0.000307
