                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                0.70473,                0.62701,                0.85614,                 0.9377,                0.91784,                0.96576,                 0.7141,                0.86931,                0.52166,                0.94022,              0.0002674,              0.0002674,              0.0002674
                     39,                0.71849,                0.62512,                0.86471,                0.95701,                0.90244,                0.96576,                 0.7257,                0.86304,                0.51353,                0.93809,              0.0002476,              0.0002476,              0.0002476
                     40,                 0.6911,                0.59894,                 0.8509,                0.92593,                0.91473,                 0.9646,                0.71404,                0.87056,                0.52285,                0.93175,              0.0002278,              0.0002278,              0.0002278
                     41,                0.68605,                0.65512,                0.86237,                0.96131,                0.90917,                0.96636,                0.72937,                0.86843,                0.51665,                 0.9288,               0.000208,               0.000208,               0.000208
                     42,                0.66828,                 0.6272,                0.84725,                0.94748,                0.90244,                0.96432,                0.73914,                0.85027,                0.51399,                 0.9281,              0.0001882,              0.0001882,              0.0001882
                     43,                0.64031,                 0.6095,                0.85402,                0.97402,                0.91446,                0.97035,                0.74418,                0.85697,                0.48801,                0.92747,              0.0001684,              0.0001684,              0.0001684
                     44,                0.67042,                0.59724,                0.85764,                0.97365,                0.90127,                0.97326,                0.72326,                0.88423,                0.50393,                 0.9358,              0.0001486,              0.0001486,              0.0001486
                     45,                0.63347,                0.57542,                 0.8405,                 0.9863,                0.87779,                0.97127,                0.72604,                0.87662,                0.50578,                0.93163,              0.0001288,              0.0001288,              0.0001288
                     46,                0.63414,                0.58024,                0.83425,                0.94918,                0.91112,                0.96868,                0.71827,                0.88016,                0.50354,                0.93576,               0.000109,               0.000109,               0.000109
                     47,                0.62157,                0.55409,                  0.866,                0.95723,                0.90244,                0.96728,                0.71865,                0.87772,                0.50178,                0.94051,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.62811,                0.56569,                0.85548,                0.95907,                0.90244,                0.96762,                0.72055,                0.86948,                0.50236,                0.93662,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.62366,                0.55123,                0.83403,                0.94899,                0.90749,                0.96766,                0.72883,                0.86709,                0.49889,                0.93507,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.61439,                0.55402,                0.84313,                0.94898,                0.90727,                0.96728,                0.72513,                0.86514,                0.49521,                0.93319,               2.98e-05,               2.98e-05,               2.98e-05
