                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 0.7153,                0.52705,                0.86422,                0.97413,                  0.912,                0.98437,                0.78895,                 0.7641,                0.44322,                0.86982,              0.0002278,              0.0002278,              0.0002278
                     41,                0.71872,                0.52903,                0.87737,                0.92355,                0.96648,                0.98548,                0.79213,                0.76648,                0.45017,                0.87099,               0.000208,               0.000208,               0.000208
                     42,                0.73021,                0.52964,                0.87975,                0.97374,                  0.912,                0.98361,                0.78775,                0.75185,                0.44122,                0.86519,              0.0001882,              0.0001882,              0.0001882
                     43,                0.68389,                0.50544,                 0.8664,                0.97428,                0.90899,                0.98347,                0.78756,                0.75322,                0.43679,                0.86729,              0.0001684,              0.0001684,              0.0001684
                     44,                0.67664,                0.48405,                0.85576,                 0.9679,                  0.904,                0.97966,                0.79188,                 0.7404,                0.43985,                0.86678,              0.0001486,              0.0001486,              0.0001486
                     45,                0.66493,                0.49171,                0.85183,                0.96118,                   0.92,                0.98079,                  0.778,                 0.7626,                0.44594,                0.87131,              0.0001288,              0.0001288,              0.0001288
                     46,                0.66262,                0.48148,                0.85164,                 0.9583,                 0.9192,                0.98233,                0.78124,                 0.7677,                0.44157,                0.87325,               0.000109,               0.000109,               0.000109
                     47,                0.66223,                0.48684,                0.85935,                 0.9584,                 0.9215,                0.98179,                0.79071,                0.75008,                0.42936,                0.86703,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.65945,                0.47082,                0.86438,                0.96823,                  0.912,                0.97948,                 0.7938,                0.74735,                  0.427,                0.86531,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.63861,                0.45514,                 0.8606,                0.96241,                  0.904,                0.97793,                 0.7939,                0.75078,                0.43452,                0.86532,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.64181,                0.47004,                0.84995,                0.96581,                  0.912,                0.97768,                0.78817,                0.74883,                 0.4417,                0.86559,               2.98e-05,               2.98e-05,               2.98e-05
