                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.89471,                0.66354,                0.90744,                0.94663,                0.85042,                0.94634,                0.73351,                0.86263,                0.61517,                0.90446,              0.0005644,              0.0005644,              0.0005644
                     24,                0.84717,                0.64909,                0.88443,                0.89535,                0.92466,                0.95494,                0.74084,                0.90274,                0.61113,                0.92388,              0.0005446,              0.0005446,              0.0005446
                     25,                0.83208,                0.63317,                0.88744,                0.95435,                0.85907,                0.95105,                 0.7221,                0.91591,                0.58461,                0.92439,              0.0005248,              0.0005248,              0.0005248
                     26,                0.84021,                0.66815,                 0.9021,                0.94411,                0.81507,                0.93306,                0.70504,                0.94334,                0.72667,                0.93325,               0.000505,               0.000505,               0.000505
                     27,                0.85093,                0.63865,                0.90165,                0.92845,                0.88876,                0.95075,                0.73811,                0.87042,                0.57953,                0.90879,              0.0004852,              0.0004852,              0.0004852
                     28,                0.82114,                0.59873,                0.88087,                0.94081,                0.87093,                0.95294,                0.75429,                0.82827,                0.57375,                0.89556,              0.0004654,              0.0004654,              0.0004654
                     29,                0.81755,                0.59218,                0.89529,                0.91062,                0.91781,                0.96088,                0.74042,                0.85961,                0.56252,                0.90553,              0.0004456,              0.0004456,              0.0004456
                     30,                0.77229,                0.57612,                0.86485,                0.90979,                0.89803,                0.95184,                0.74633,                0.84162,                0.58369,                0.90194,              0.0004258,              0.0004258,              0.0004258
                     31,                0.79268,                0.58604,                0.88929,                0.93008,                0.91113,                0.94706,                0.74346,                 0.8379,                0.56619,                0.90646,               0.000406,               0.000406,               0.000406
                     32,                0.80514,                0.58022,                0.88462,                0.92257,                0.89764,                0.94926,                0.74092,                0.85247,                0.56294,                0.91163,              0.0003862,              0.0003862,              0.0003862
                     33,                0.75611,                0.55141,                0.86769,                0.93462,                0.89726,                0.94746,                0.74158,                0.84895,                0.56378,                 0.9185,              0.0003664,              0.0003664,              0.0003664
                     34,                0.77823,                0.54547,                0.88321,                0.92668,                0.86564,                0.94594,                 0.7395,                0.86317,                0.58118,                0.91399,              0.0003466,              0.0003466,              0.0003466
                     35,                0.78876,                0.54703,                0.87211,                0.94093,                0.87278,                0.95033,                0.75686,                0.83683,                0.57792,                0.90875,              0.0003268,              0.0003268,              0.0003268
                     36,                 0.7761,                0.51636,                0.86731,                0.95289,                0.88356,                0.95084,                0.73843,                0.87443,                0.57654,                 0.9176,               0.000307,               0.000307,               0.000307
                     37,                0.76384,                0.52981,                0.87313,                0.95223,                0.89041,                0.95187,                0.72342,                0.90512,                0.60788,                0.92562,              0.0002872,              0.0002872,              0.0002872
                     38,                0.74583,                0.53402,                0.87438,                0.92964,                0.86301,                0.95278,                0.73574,                0.87561,                0.57353,                0.92081,              0.0002674,              0.0002674,              0.0002674
                     39,                0.73767,                0.51286,                0.86596,                0.96036,                0.85616,                0.95526,                0.74716,                 0.8617,                 0.5742,                0.90927,              0.0002476,              0.0002476,              0.0002476
                     40,                0.74009,                0.51204,                0.86611,                0.94386,                0.86986,                0.95203,                0.75623,                0.84308,                0.56109,                0.90797,              0.0002278,              0.0002278,              0.0002278
                     41,                 0.7392,                0.51949,                0.87892,                0.95258,                0.86986,                0.95515,                 0.7604,                0.83958,                0.59207,                0.90835,               0.000208,               0.000208,               0.000208
                     42,                 0.6844,                0.48263,                0.86369,                0.95474,                0.86687,                0.95511,                0.75557,                0.83061,                0.56226,                0.90959,              0.0001882,              0.0001882,              0.0001882
                     43,                0.68465,                0.47043,                0.85905,                0.94321,                0.86301,                0.94917,                0.74324,                0.85603,                0.59104,                0.91116,              0.0001684,              0.0001684,              0.0001684
                     44,                0.67915,                0.46764,                0.85866,                0.93462,                0.86986,                0.95114,                0.75334,                0.83632,                 0.5838,                0.90855,              0.0001486,              0.0001486,              0.0001486
                     45,                0.66141,                0.47001,                0.86493,                0.94184,                0.86301,                0.94695,                0.74687,                0.84085,                0.60339,                0.91159,              0.0001288,              0.0001288,              0.0001288
                     46,                0.67041,                0.46388,                0.86129,                0.94832,                0.86301,                0.94306,                0.74461,                0.83614,                0.58204,                  0.911,               0.000109,               0.000109,               0.000109
                     47,                0.65629,                0.45552,                0.86614,                0.94534,                0.86986,                0.95194,                 0.7527,                0.82564,                0.58577,                0.90597,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.62525,                0.43635,                0.85389,                0.95445,                0.86115,                0.95118,                0.75348,                0.83355,                0.58459,                0.90898,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.64432,                0.43273,                 0.8452,                0.94432,                0.86986,                0.95109,                0.75193,                0.82522,                0.58396,                0.90739,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.61127,                0.43698,                0.84693,                 0.9408,                0.87085,                0.95089,                 0.7527,                0.82924,                0.57796,                 0.9093,               2.98e-05,               2.98e-05,               2.98e-05
