                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.86913,                0.60399,                0.89937,                0.90995,                0.93712,                0.96029,                0.72765,                0.86698,                0.53054,                0.91087,              0.0006238,              0.0006238,              0.0006238
                     21,                0.83555,                0.59535,                0.90068,                0.92086,                0.89149,                0.95634,                0.71781,                0.88918,                0.56531,                0.92873,               0.000604,               0.000604,               0.000604
                     22,                0.84598,                0.57201,                0.90779,                0.90872,                0.92332,                 0.9471,                0.71452,                0.87215,                0.54315,                0.93097,              0.0005842,              0.0005842,              0.0005842
                     23,                0.85023,                0.58041,                 0.9016,                0.94239,                0.85751,                0.94568,                0.73293,                0.84166,                0.55763,                0.91593,              0.0005644,              0.0005644,              0.0005644
                     24,                0.82032,                0.56136,                0.90045,                0.89784,                0.92134,                0.95495,                0.72551,                0.84593,                0.51637,                0.91697,              0.0005446,              0.0005446,              0.0005446
                     25,                 0.8192,                0.56485,                 0.8985,                0.93184,                0.90726,                0.96307,                 0.7403,                0.82567,                0.55853,                0.91311,              0.0005248,              0.0005248,              0.0005248
                     26,                 0.8149,                0.53049,                0.89429,                0.91271,                0.93548,                0.96221,                0.74435,                0.81716,                 0.5118,                0.90464,               0.000505,               0.000505,               0.000505
                     27,                0.80221,                0.52947,                0.88286,                0.95688,                0.89489,                0.95099,                0.74337,                0.83546,                0.54509,                0.91136,              0.0004852,              0.0004852,              0.0004852
                     28,                0.78896,                0.52781,                0.87841,                0.91664,                0.93117,                 0.9583,                0.74588,                 0.8296,                0.50354,                0.91316,              0.0004654,              0.0004654,              0.0004654
                     29,                0.77618,                0.51871,                0.88232,                0.90885,                0.91935,                0.95658,                0.74558,                 0.8402,                0.53822,                0.90809,              0.0004456,              0.0004456,              0.0004456
                     30,                0.79131,                 0.5162,                0.88503,                0.92933,                0.90149,                 0.9611,                0.73389,                0.85827,                0.50922,                0.91536,              0.0004258,              0.0004258,              0.0004258
                     31,                 0.7816,                0.51121,                  0.883,                0.92739,                0.93952,                0.96317,                0.72226,                0.89538,                 0.5167,                0.92517,               0.000406,               0.000406,               0.000406
                     32,                0.79817,                0.50504,                0.89213,                0.91695,                0.93497,                0.95741,                0.74835,                0.83124,                0.51645,                0.90757,              0.0003862,              0.0003862,              0.0003862
                     33,                 0.7668,                 0.4851,                0.87827,                0.93407,                0.91404,                0.96116,                0.74627,                0.83461,                0.48245,                0.91118,              0.0003664,              0.0003664,              0.0003664
                     34,                0.77051,                0.46809,                0.87785,                0.91877,                0.91217,                0.95862,                0.75429,                0.80437,                0.48176,                0.90421,              0.0003466,              0.0003466,              0.0003466
                     35,                 0.7366,                0.47383,                 0.8679,                0.91993,                0.92648,                0.96344,                0.74218,                0.81191,                0.49051,                0.91225,              0.0003268,              0.0003268,              0.0003268
                     36,                0.73547,                0.47066,                0.87016,                0.92462,                0.93145,                0.96415,                0.76054,                0.80864,                0.47547,                0.90556,               0.000307,               0.000307,               0.000307
                     37,                0.72897,                  0.472,                0.86882,                0.90746,                0.90726,                0.94484,                0.73821,                0.81513,                0.51304,                0.90305,              0.0002872,              0.0002872,              0.0002872
                     38,                0.74035,                0.47452,                 0.8712,                0.94139,                0.90674,                0.95559,                0.74831,                0.82583,                 0.4925,                0.90928,              0.0002674,              0.0002674,              0.0002674
                     39,                0.73906,                0.46551,                 0.8798,                0.92725,                0.92508,                0.96409,                0.74849,                0.82807,                0.47381,                  0.911,              0.0002476,              0.0002476,              0.0002476
                     40,                0.72708,                0.44623,                0.87379,                0.94221,                0.91532,                0.96351,                0.75752,                0.80747,                0.47092,                0.89911,              0.0002278,              0.0002278,              0.0002278
                     41,                0.71344,                0.44319,                0.87657,                  0.928,                0.94355,                0.95953,                0.75675,                0.79756,                 0.4703,                0.90313,               0.000208,               0.000208,               0.000208
                     42,                0.69538,                0.42216,                0.87026,                0.93088,                0.92317,                0.96198,                0.74373,                0.83468,                0.47959,                0.90445,              0.0001882,              0.0001882,              0.0001882
                     43,                0.67916,                0.42007,                0.86952,                0.94949,                 0.9095,                 0.9566,                0.75944,                 0.8137,                0.47482,                0.90318,              0.0001684,              0.0001684,              0.0001684
                     44,                0.65772,                0.41196,                0.86653,                0.91643,                0.92854,                0.95875,                0.75186,                0.82009,                0.47174,                0.90344,              0.0001486,              0.0001486,              0.0001486
                     45,                0.66444,                 0.4119,                0.87089,                0.92674,                0.91811,                0.95911,                0.74954,                0.80674,                0.46644,                0.90392,              0.0001288,              0.0001288,              0.0001288
                     46,                0.65243,                0.40816,                0.87055,                 0.9377,                0.91532,                0.95886,                0.75418,                0.82296,                0.48534,                0.91045,               0.000109,               0.000109,               0.000109
                     47,                0.65554,                0.40282,                0.85413,                0.91743,                0.94758,                0.96179,                0.75839,                0.82114,                0.46286,                0.90726,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.64762,                0.39572,                0.86303,                0.92876,                0.93548,                0.96144,                0.75941,                0.82196,                0.46705,                0.90621,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                 0.6357,                 0.3902,                0.86387,                0.92836,                0.94054,                0.96181,                0.76017,                0.82366,                0.47058,                0.90706,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.61477,                0.37662,                0.85489,                0.94473,                0.92339,                 0.9623,                0.75902,                0.82175,                0.45991,                0.90673,               2.98e-05,               2.98e-05,               2.98e-05
